Date,National/State/County,State,County,fips,Last Update,Data Quality Grade,Total Cases,New Cases,Total Deaths,New Deaths
2020-03-28,State,NY,N/A,36,2020-06-11T18:58:07Z,A,52318,7683,728,209
2020-03-29,State,NY,N/A,36,2020-06-11T18:58:07Z,A,59513,7195,965,237
2020-03-30,State,NY,N/A,36,2020-06-11T18:58:07Z,A,66497,6984,1218,253
2020-03-31,State,NY,N/A,36,2020-06-11T18:58:07Z,A,75795,9298,1550,332
2020-04-01,State,NY,N/A,36,2020-06-11T18:58:07Z,A,83712,7917,1941,391
2020-04-02,State,NY,N/A,36,2020-06-11T18:58:07Z,A,92381,8669,2373,432
2020-04-03,State,NY,N/A,36,2020-06-11T18:58:07Z,A,102863,10482,2935,562
2020-04-04,State,NY,N/A,36,2020-06-11T18:58:07Z,A,113704,10841,3565,630
2020-04-05,State,NY,N/A,36,2020-06-11T18:58:07Z,A,122031,8327,4159,594
2020-04-06,State,NY,N/A,36,2020-06-11T18:58:07Z,A,130689,8658,4758,599
2020-04-07,State,NY,N/A,36,2020-06-11T18:58:07Z,A,138863,8174,5489,731
2020-04-08,State,NY,N/A,36,2020-06-11T18:58:07Z,A,149316,10453,6268,779
2020-04-09,State,NY,N/A,36,2020-06-11T18:58:07Z,A,159937,10621,7067,799
2020-04-10,State,NY,N/A,36,2020-06-11T18:58:07Z,A,170512,10575,7844,777
2020-04-11,State,NY,N/A,36,2020-06-11T18:58:07Z,A,180458,9946,8627,783
2020-04-12,State,NY,N/A,36,2020-06-11T18:58:07Z,A,188694,8236,9385,758
2020-04-13,State,NY,N/A,36,2020-06-11T18:58:07Z,A,195031,6337,10056,671
2020-04-14,State,NY,N/A,36,2020-06-11T18:58:07Z,A,202208,7177,10834,778
2020-04-15,State,NY,N/A,36,2020-06-11T18:58:07Z,A,213779,11571,11586,752
2020-04-16,State,NY,N/A,36,2020-06-11T18:58:07Z,A,222284,8505,12192,606
2020-04-17,State,NY,N/A,36,2020-06-11T18:58:07Z,A,229642,7358,12822,630
2020-04-18,State,NY,N/A,36,2020-06-11T18:58:07Z,A,236732,7090,13362,540
2020-04-19,State,NY,N/A,36,2020-06-11T18:58:07Z,A,242786,6054,13869,507
2020-04-20,State,NY,N/A,36,2020-06-11T18:58:07Z,A,247512,4726,14347,478
2020-04-21,State,NY,N/A,36,2020-06-11T18:58:07Z,A,251690,4178,14828,481
2020-04-22,State,NY,N/A,36,2020-06-11T18:58:07Z,A,257216,5526,15302,474
2020-04-23,State,NY,N/A,36,2020-06-11T18:58:07Z,A,263460,6244,15740,438
2020-04-24,State,NY,N/A,36,2020-06-11T18:58:07Z,A,271590,8130,16162,422
2020-04-25,State,NY,N/A,36,2020-06-11T18:58:07Z,B,282143,10553,16599,437
2020-04-26,State,NY,N/A,36,2020-06-11T18:58:07Z,B,288045,5902,16966,367
2020-04-27,State,NY,N/A,36,2020-06-11T18:58:07Z,B,291996,3951,17303,337
2020-04-28,State,NY,N/A,36,2020-06-11T18:58:07Z,B,295106,3110,17638,335
2020-04-29,State,NY,N/A,36,2020-06-11T18:58:07Z,B,299691,4585,18015,377
2020-04-30,State,NY,N/A,36,2020-06-11T18:58:07Z,B,304372,4681,18321,306
2020-05-01,State,NY,N/A,36,2020-06-11T18:58:07Z,B,308314,3942,18610,289
2020-05-02,State,NY,N/A,36,2020-06-11T18:58:07Z,B,312977,4663,18909,299
2020-05-03,State,NY,N/A,36,2020-06-11T18:58:07Z,B,316415,3438,19189,280
2020-05-04,State,NY,N/A,36,2020-06-11T18:58:07Z,B,318953,2538,19415,226
2020-05-05,State,NY,N/A,36,2020-06-11T18:58:07Z,B,321192,2239,19645,230
2020-05-06,State,NY,N/A,36,2020-06-11T18:58:07Z,B,323978,2786,19877,232
2020-05-07,State,NY,N/A,36,2020-06-11T18:58:07Z,B,327649,3671,20828,951
2020-05-08,State,NY,N/A,36,2020-06-11T18:58:07Z,B,330407,2758,21045,217
2020-05-09,State,NY,N/A,36,2020-06-11T18:58:07Z,B,333122,2715,21271,226
2020-05-10,State,NY,N/A,36,2020-06-11T18:58:07Z,A,335395,2273,21478,207
2020-05-11,State,NY,N/A,36,2020-06-11T18:58:07Z,A,337055,1660,21640,162
2020-05-12,State,NY,N/A,36,2020-06-11T18:58:07Z,A,338485,1430,21845,205
2020-05-13,State,NY,N/A,36,2020-06-11T18:58:07Z,A,340661,2176,22013,168
2020-05-14,State,NY,N/A,36,2020-06-11T18:58:07Z,A,343051,2390,22170,157
2020-05-15,State,NY,N/A,36,2020-06-11T18:58:07Z,A,345813,2762,22304,134
2020-05-16,State,NY,N/A,36,2020-06-11T18:58:07Z,A,348232,2419,22478,174
2020-05-17,State,NY,N/A,36,2020-06-11T18:58:07Z,A,350121,1889,22619,141
2020-05-18,State,NY,N/A,36,2020-06-11T18:58:07Z,A,351371,1250,22729,110
2020-05-19,State,NY,N/A,36,2020-06-11T18:58:07Z,A,352845,1474,22843,114
2020-05-20,State,NY,N/A,36,2020-06-11T18:58:07Z,A,354370,1525,22976,133
2020-05-21,State,NY,N/A,36,2020-06-11T18:58:07Z,A,356458,2088,23083,107
2020-05-22,State,NY,N/A,36,2020-06-11T18:58:07Z,A,358154,1696,23195,112
2020-05-23,State,NY,N/A,36,2020-06-11T18:58:07Z,A,359926,1772,23282,87
2020-05-24,State,NY,N/A,36,2020-06-11T18:58:07Z,A,361515,1589,23391,109
2020-05-25,State,NY,N/A,36,2020-06-11T18:58:07Z,A,362764,1249,23488,97
2020-05-26,State,NY,N/A,36,2020-06-11T18:58:07Z,A,363836,1072,23564,76
2020-05-27,State,NY,N/A,36,2020-06-11T18:58:07Z,A,364965,1129,23643,79
2020-05-28,State,NY,N/A,36,2020-06-11T18:58:07Z,A,366733,1768,23722,79
2020-05-29,State,NY,N/A,36,2020-06-11T18:58:07Z,A,368284,1551,23780,58
2020-05-30,State,NY,N/A,36,2020-06-11T18:58:07Z,A,369660,1376,23848,68
2020-05-31,State,NY,N/A,36,2020-06-11T18:58:07Z,A,370770,1110,23905,57
2020-06-01,State,NY,N/A,36,2020-06-11T18:58:07Z,A,371711,941,23959,54
2020-06-02,State,NY,N/A,36,2020-06-11T18:58:07Z,A,373040,1329,24023,64
2020-06-03,State,NY,N/A,36,2020-06-11T18:58:07Z,A,374085,1045,24079,56
2020-06-04,State,NY,N/A,36,2020-06-11T18:58:07Z,A,375133,1048,24133,54
2020-06-05,State,NY,N/A,36,2020-06-11T18:58:07Z,A,376208,1075,24175,42
2020-06-06,State,NY,N/A,36,2020-06-11T18:58:07Z,A,377316,1108,24212,37
2020-06-07,State,NY,N/A,36,2020-06-11T18:58:07Z,A,378097,781,24259,47
2020-06-08,State,NY,N/A,36,2020-06-11T18:58:07Z,A,378799,702,24299,40
2020-06-09,State,NY,N/A,36,2020-06-11T18:58:07Z,A,379482,683,24348,49
2020-06-10,State,NY,N/A,36,2020-06-11T18:58:07Z,A,380156,674,24404,56
2020-03-05,State,OH,N/A,39,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-06,State,OH,N/A,39,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-07,State,OH,N/A,39,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-08,State,OH,N/A,39,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-09,State,OH,N/A,39,2020-06-11T18:58:07Z,,3,3,0,0
2020-03-10,State,OH,N/A,39,2020-06-11T18:58:07Z,,3,0,0,0
2020-03-11,State,OH,N/A,39,2020-06-11T18:58:07Z,,4,1,0,0
2020-03-12,State,OH,N/A,39,2020-06-11T18:58:07Z,,5,1,0,0
2020-03-13,State,OH,N/A,39,2020-06-11T18:58:07Z,,13,8,0,0
2020-03-14,State,OH,N/A,39,2020-06-11T18:58:07Z,,13,0,0,0
2020-03-15,State,OH,N/A,39,2020-06-11T18:58:07Z,,36,23,0,0
2020-03-16,State,OH,N/A,39,2020-06-11T18:58:07Z,,50,14,0,0
2020-03-17,State,OH,N/A,39,2020-06-11T18:58:07Z,,67,17,0,0
2020-03-18,State,OH,N/A,39,2020-06-11T18:58:07Z,,88,21,0,0
2020-03-19,State,OH,N/A,39,2020-06-11T18:58:07Z,,119,31,0,0
2020-03-20,State,OH,N/A,39,2020-06-11T18:58:07Z,,169,50,1,1
2020-03-21,State,OH,N/A,39,2020-06-11T18:58:07Z,,247,78,3,2
2020-03-22,State,OH,N/A,39,2020-06-11T18:58:07Z,,351,104,3,0
2020-03-23,State,OH,N/A,39,2020-06-11T18:58:07Z,D,442,91,6,3
2020-03-24,State,OH,N/A,39,2020-06-11T18:58:07Z,D,564,122,8,2
2020-03-25,State,OH,N/A,39,2020-06-11T18:58:07Z,B,704,140,10,2
2020-03-26,State,OH,N/A,39,2020-06-11T18:58:07Z,B,867,163,15,5
2020-03-27,State,OH,N/A,39,2020-06-11T18:58:07Z,B,1137,270,19,4
2020-03-28,State,OH,N/A,39,2020-06-11T18:58:07Z,B,1406,269,25,6
2020-03-29,State,OH,N/A,39,2020-06-11T18:58:07Z,B,1653,247,29,4
2020-03-30,State,OH,N/A,39,2020-06-11T18:58:07Z,B,1933,280,39,10
2020-03-31,State,OH,N/A,39,2020-06-11T18:58:07Z,B,2199,266,55,16
2020-04-01,State,OH,N/A,39,2020-06-11T18:58:07Z,B,2547,348,65,10
2020-04-02,State,OH,N/A,39,2020-06-11T18:58:07Z,B,2902,355,81,16
2020-04-03,State,OH,N/A,39,2020-06-11T18:58:07Z,B,3312,410,91,10
2020-04-04,State,OH,N/A,39,2020-06-11T18:58:07Z,B,3739,427,102,11
2020-04-05,State,OH,N/A,39,2020-06-11T18:58:07Z,B,4043,304,119,17
2020-04-06,State,OH,N/A,39,2020-06-11T18:58:07Z,B,4450,407,142,23
2020-04-07,State,OH,N/A,39,2020-06-11T18:58:07Z,B,4782,332,167,25
2020-04-08,State,OH,N/A,39,2020-06-11T18:58:07Z,B,5148,366,193,26
2020-04-09,State,OH,N/A,39,2020-06-11T18:58:07Z,B,5512,364,213,20
2020-04-10,State,OH,N/A,39,2020-06-11T18:58:07Z,B,5878,366,231,18
2020-04-11,State,OH,N/A,39,2020-06-11T18:58:07Z,B,6250,372,247,16
2020-04-12,State,OH,N/A,39,2020-06-11T18:58:07Z,B,6604,354,253,6
2020-04-13,State,OH,N/A,39,2020-06-11T18:58:07Z,B,6975,371,274,21
2020-04-14,State,OH,N/A,39,2020-06-11T18:58:07Z,B,7280,305,324,50
2020-04-15,State,OH,N/A,39,2020-06-11T18:58:07Z,B,7791,511,361,37
2020-04-16,State,OH,N/A,39,2020-06-11T18:58:07Z,B,8414,623,389,28
2020-04-17,State,OH,N/A,39,2020-06-11T18:58:07Z,B,9107,693,418,29
2020-04-18,State,OH,N/A,39,2020-06-11T18:58:07Z,B,10222,1115,451,33
2020-04-19,State,OH,N/A,39,2020-06-11T18:58:07Z,B,11602,1380,471,20
2020-04-20,State,OH,N/A,39,2020-06-11T18:58:07Z,B,12919,1317,509,38
2020-04-21,State,OH,N/A,39,2020-06-11T18:58:07Z,B,13725,806,557,48
2020-04-22,State,OH,N/A,39,2020-06-11T18:58:07Z,B,14117,392,610,53
2020-04-23,State,OH,N/A,39,2020-06-11T18:58:07Z,B,14694,577,656,46
2020-04-24,State,OH,N/A,39,2020-06-11T18:58:07Z,B,15169,475,690,34
2020-04-25,State,OH,N/A,39,2020-06-11T18:58:07Z,B,15587,418,711,21
2020-04-26,State,OH,N/A,39,2020-06-11T18:58:07Z,B,15963,376,728,17
2020-04-27,State,OH,N/A,39,2020-06-11T18:58:07Z,B,15699,-264,753,25
2020-04-28,State,OH,N/A,39,2020-06-11T18:58:07Z,B,16128,429,799,46
2020-04-29,State,OH,N/A,39,2020-06-11T18:58:07Z,B,17303,1175,937,138
2020-04-30,State,OH,N/A,39,2020-06-11T18:58:07Z,B,18027,724,975,38
2020-05-01,State,OH,N/A,39,2020-06-11T18:58:07Z,B,18743,716,1002,27
2020-05-02,State,OH,N/A,39,2020-06-11T18:58:07Z,B,19335,592,1021,19
2020-05-03,State,OH,N/A,39,2020-06-11T18:58:07Z,B,19914,579,1038,17
2020-05-04,State,OH,N/A,39,2020-06-11T18:58:07Z,B,20474,560,1056,18
2020-05-05,State,OH,N/A,39,2020-06-11T18:58:07Z,B,20969,495,1135,79
2020-05-06,State,OH,N/A,39,2020-06-11T18:58:07Z,B,21576,607,1225,90
2020-05-07,State,OH,N/A,39,2020-06-11T18:58:07Z,B,22131,555,1271,46
2020-05-08,State,OH,N/A,39,2020-06-11T18:58:07Z,B,23016,885,1306,35
2020-05-09,State,OH,N/A,39,2020-06-11T18:58:07Z,B,23697,681,1331,25
2020-05-10,State,OH,N/A,39,2020-06-11T18:58:07Z,B,24081,384,1341,10
2020-05-11,State,OH,N/A,39,2020-06-11T18:58:07Z,B,24777,696,1357,16
2020-05-12,State,OH,N/A,39,2020-06-11T18:58:07Z,B,25250,473,1436,79
2020-05-13,State,OH,N/A,39,2020-06-11T18:58:07Z,B,25721,471,1483,47
2020-05-14,State,OH,N/A,39,2020-06-11T18:58:07Z,B,26357,636,1534,51
2020-05-15,State,OH,N/A,39,2020-06-11T18:58:07Z,B,26954,597,1581,47
2020-05-16,State,OH,N/A,39,2020-06-11T18:58:07Z,B,27474,520,1610,29
2020-05-17,State,OH,N/A,39,2020-06-11T18:58:07Z,B,27923,449,1625,15
2020-05-18,State,OH,N/A,39,2020-06-11T18:58:07Z,B,28454,531,1657,32
2020-05-19,State,OH,N/A,39,2020-06-11T18:58:07Z,B,28952,498,1720,63
2020-05-20,State,OH,N/A,39,2020-06-11T18:58:07Z,B,29436,484,1781,61
2020-05-21,State,OH,N/A,39,2020-06-11T18:58:07Z,B,30167,731,1836,55
2020-05-22,State,OH,N/A,39,2020-06-11T18:58:07Z,B,30794,627,1872,36
2020-05-23,State,OH,N/A,39,2020-06-11T18:58:07Z,B,31408,614,1956,84
2020-05-24,State,OH,N/A,39,2020-06-11T18:58:07Z,B,31911,503,1969,13
2020-05-25,State,OH,N/A,39,2020-06-11T18:58:07Z,B,32477,566,1987,18
2020-05-26,State,OH,N/A,39,2020-06-11T18:58:07Z,B,33006,529,2002,15
2020-05-27,State,OH,N/A,39,2020-06-11T18:58:07Z,B,33439,433,2044,42
2020-05-28,State,OH,N/A,39,2020-06-11T18:58:07Z,B,33915,476,2098,54
2020-05-29,State,OH,N/A,39,2020-06-11T18:58:07Z,B,34566,651,2131,33
2020-05-30,State,OH,N/A,39,2020-06-11T18:58:07Z,B,35034,468,2149,18
2020-05-31,State,OH,N/A,39,2020-06-11T18:58:07Z,B,35513,479,2155,6
2020-06-01,State,OH,N/A,39,2020-06-11T18:58:07Z,B,35984,471,2206,51
2020-06-02,State,OH,N/A,39,2020-06-11T18:58:07Z,B,36350,366,2258,52
2020-06-03,State,OH,N/A,39,2020-06-11T18:58:07Z,B,36792,442,2299,41
2020-06-04,State,OH,N/A,39,2020-06-11T18:58:07Z,B,37282,490,2339,40
2020-06-05,State,OH,N/A,39,2020-06-11T18:58:07Z,B,37758,476,2355,16
2020-06-06,State,OH,N/A,39,2020-06-11T18:58:07Z,B,38111,353,2370,15
2020-06-07,State,OH,N/A,39,2020-06-11T18:58:07Z,B,38476,365,2377,7
2020-06-08,State,OH,N/A,39,2020-06-11T18:58:07Z,B,38837,361,2404,27
2020-06-09,State,OH,N/A,39,2020-06-11T18:58:07Z,B,39162,325,2421,17
2020-06-10,State,OH,N/A,39,2020-06-11T18:58:07Z,B,39575,413,2457,36
2020-03-07,State,OK,N/A,40,2020-06-11T18:58:07Z,NA,1,0,0,0
2020-03-08,State,OK,N/A,40,2020-06-11T18:58:07Z,NA,1,0,0,0
2020-03-09,State,OK,N/A,40,2020-06-11T18:58:07Z,NA,1,0,0,0
2020-03-10,State,OK,N/A,40,2020-06-11T18:58:07Z,NA,2,1,0,0
2020-03-11,State,OK,N/A,40,2020-06-11T18:58:07Z,NA,2,0,0,0
2020-03-12,State,OK,N/A,40,2020-06-11T18:58:07Z,,3,1,0,0
2020-03-13,State,OK,N/A,40,2020-06-11T18:58:07Z,,3,0,0,0
2020-03-14,State,OK,N/A,40,2020-06-11T18:58:07Z,,4,1,0,0
2020-03-15,State,OK,N/A,40,2020-06-11T18:58:07Z,,9,5,0,0
2020-03-16,State,OK,N/A,40,2020-06-11T18:58:07Z,,10,1,0,0
2020-03-17,State,OK,N/A,40,2020-06-11T18:58:07Z,,17,7,0,0
2020-03-18,State,OK,N/A,40,2020-06-11T18:58:07Z,,29,12,0,0
2020-03-19,State,OK,N/A,40,2020-06-11T18:58:07Z,,44,15,1,1
2020-03-20,State,OK,N/A,40,2020-06-11T18:58:07Z,,49,5,1,0
2020-03-21,State,OK,N/A,40,2020-06-11T18:58:07Z,,53,4,1,0
2020-03-22,State,OK,N/A,40,2020-06-11T18:58:07Z,,67,14,2,1
2020-03-23,State,OK,N/A,40,2020-06-11T18:58:07Z,A,81,14,2,0
2020-03-24,State,OK,N/A,40,2020-06-11T18:58:07Z,A,106,25,3,1
2020-03-25,State,OK,N/A,40,2020-06-11T18:58:07Z,A,164,58,5,2
2020-03-26,State,OK,N/A,40,2020-06-11T18:58:07Z,A,248,84,7,2
2020-03-27,State,OK,N/A,40,2020-06-11T18:58:07Z,A,322,74,8,1
2020-03-28,State,OK,N/A,40,2020-06-11T18:58:07Z,A,377,55,15,7
2020-03-29,State,OK,N/A,40,2020-06-11T18:58:07Z,A,429,52,16,1
2020-03-30,State,OK,N/A,40,2020-06-11T18:58:07Z,B,481,52,17,1
2020-03-31,State,OK,N/A,40,2020-06-11T18:58:07Z,B,565,84,23,6
2020-04-01,State,OK,N/A,40,2020-06-11T18:58:07Z,B,719,154,30,7
2020-04-02,State,OK,N/A,40,2020-06-11T18:58:07Z,B,879,160,34,4
2020-04-03,State,OK,N/A,40,2020-06-11T18:58:07Z,B,988,109,38,4
2020-04-04,State,OK,N/A,40,2020-06-11T18:58:07Z,B,1159,171,42,4
2020-04-05,State,OK,N/A,40,2020-06-11T18:58:07Z,B,1252,93,46,4
2020-04-06,State,OK,N/A,40,2020-06-11T18:58:07Z,B,1327,75,51,5
2020-04-07,State,OK,N/A,40,2020-06-11T18:58:07Z,B,1472,145,67,16
2020-04-08,State,OK,N/A,40,2020-06-11T18:58:07Z,B,1524,52,79,12
2020-04-09,State,OK,N/A,40,2020-06-11T18:58:07Z,B,1684,160,80,1
2020-04-10,State,OK,N/A,40,2020-06-11T18:58:07Z,B,1794,110,88,8
2020-04-11,State,OK,N/A,40,2020-06-11T18:58:07Z,B,1868,74,94,6
2020-04-12,State,OK,N/A,40,2020-06-11T18:58:07Z,B,1970,102,96,2
2020-04-13,State,OK,N/A,40,2020-06-11T18:58:07Z,B,2069,99,99,3
2020-04-14,State,OK,N/A,40,2020-06-11T18:58:07Z,B,2184,115,108,9
2020-04-15,State,OK,N/A,40,2020-06-11T18:58:07Z,B,2263,79,123,15
2020-04-16,State,OK,N/A,40,2020-06-11T18:58:07Z,B,2357,94,131,8
2020-04-17,State,OK,N/A,40,2020-06-11T18:58:07Z,B,2465,108,136,5
2020-04-18,State,OK,N/A,40,2020-06-11T18:58:07Z,B,2570,105,139,3
2020-04-19,State,OK,N/A,40,2020-06-11T18:58:07Z,B,2599,29,140,1
2020-04-20,State,OK,N/A,40,2020-06-11T18:58:07Z,B,2680,81,143,3
2020-04-21,State,OK,N/A,40,2020-06-11T18:58:07Z,B,2807,127,164,21
2020-04-22,State,OK,N/A,40,2020-06-11T18:58:07Z,B,2894,87,170,6
2020-04-23,State,OK,N/A,40,2020-06-11T18:58:07Z,B,3017,123,179,9
2020-04-24,State,OK,N/A,40,2020-06-11T18:58:07Z,B,3121,104,188,9
2020-04-25,State,OK,N/A,40,2020-06-11T18:58:07Z,A,3193,72,194,6
2020-04-26,State,OK,N/A,40,2020-06-11T18:58:07Z,A,3253,60,195,1
2020-04-27,State,OK,N/A,40,2020-06-11T18:58:07Z,A,3280,27,197,2
2020-04-28,State,OK,N/A,40,2020-06-11T18:58:07Z,A,3410,130,207,10
2020-04-29,State,OK,N/A,40,2020-06-11T18:58:07Z,A,3473,63,214,7
2020-04-30,State,OK,N/A,40,2020-06-11T18:58:07Z,A,3618,145,222,8
2020-05-01,State,OK,N/A,40,2020-06-11T18:58:07Z,A,3748,130,230,8
2020-05-02,State,OK,N/A,40,2020-06-11T18:58:07Z,A,3851,103,238,8
2020-05-03,State,OK,N/A,40,2020-06-11T18:58:07Z,A,3972,121,238,0
2020-05-04,State,OK,N/A,40,2020-06-11T18:58:07Z,A,4044,72,238,0
2020-05-05,State,OK,N/A,40,2020-06-11T18:58:07Z,A,4127,83,247,9
2020-05-06,State,OK,N/A,40,2020-06-11T18:58:07Z,A,4201,74,253,6
2020-05-07,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,4330,129,260,7
2020-05-08,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,4424,94,266,6
2020-05-09,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,4490,66,270,4
2020-05-10,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,4589,99,272,2
2020-05-11,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,4613,24,274,2
2020-05-12,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,4732,119,278,4
2020-05-13,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,4852,120,278,0
2020-05-14,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,4962,110,284,6
2020-05-15,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,5086,124,285,1
2020-05-16,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,5237,151,288,3
2020-05-17,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,5310,73,288,0
2020-05-18,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,5398,88,288,0
2020-05-19,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,5489,91,294,6
2020-05-20,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,5532,43,299,5
2020-05-21,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,5680,148,304,5
2020-05-22,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,5849,169,307,3
2020-05-23,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,5960,111,311,4
2020-05-24,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,6037,77,311,0
2020-05-25,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,6090,53,313,2
2020-05-26,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,6137,47,318,5
2020-05-27,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,6229,92,322,4
2020-05-28,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,6270,41,326,4
2020-05-29,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,6338,68,329,3
2020-05-30,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,6418,80,334,5
2020-05-31,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,6506,88,334,0
2020-06-01,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,6573,67,334,0
2020-06-02,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,6692,119,339,5
2020-06-03,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,6805,113,341,2
2020-06-04,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,6907,102,344,3
2020-06-05,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,6907,0,344,0
2020-06-06,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,7003,96,345,1
2020-06-07,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,7150,147,348,3
2020-06-08,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,7205,55,348,0
2020-06-09,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,7363,158,353,5
2020-06-10,State,OK,N/A,40,2020-06-11T18:58:07Z,A+,7480,117,355,2
2020-03-04,State,OR,N/A,41,2020-06-11T18:58:07Z,NA,3,0,0,0
2020-03-05,State,OR,N/A,41,2020-06-11T18:58:07Z,NA,3,0,0,0
2020-03-06,State,OR,N/A,41,2020-06-11T18:58:07Z,NA,3,0,0,0
2020-03-07,State,OR,N/A,41,2020-06-11T18:58:07Z,NA,7,4,0,0
2020-03-08,State,OR,N/A,41,2020-06-11T18:58:07Z,NA,14,7,0,0
2020-03-09,State,OR,N/A,41,2020-06-11T18:58:07Z,NA,14,0,0,0
2020-03-10,State,OR,N/A,41,2020-06-11T18:58:07Z,NA,15,1,0,0
2020-03-11,State,OR,N/A,41,2020-06-11T18:58:07Z,NA,19,4,0,0
2020-03-12,State,OR,N/A,41,2020-06-11T18:58:07Z,,19,0,0,0
2020-03-13,State,OR,N/A,41,2020-06-11T18:58:07Z,,30,11,0,0
2020-03-14,State,OR,N/A,41,2020-06-11T18:58:07Z,,30,0,0,0
2020-03-15,State,OR,N/A,41,2020-06-11T18:58:07Z,,36,6,0,0
2020-03-16,State,OR,N/A,41,2020-06-11T18:58:07Z,,39,3,0,0
2020-03-17,State,OR,N/A,41,2020-06-11T18:58:07Z,,47,8,0,0
2020-03-18,State,OR,N/A,41,2020-06-11T18:58:07Z,,75,28,3,3
2020-03-19,State,OR,N/A,41,2020-06-11T18:58:07Z,,88,13,3,0
2020-03-20,State,OR,N/A,41,2020-06-11T18:58:07Z,,114,26,3,0
2020-03-21,State,OR,N/A,41,2020-06-11T18:58:07Z,,114,0,3,0
2020-03-22,State,OR,N/A,41,2020-06-11T18:58:07Z,,161,47,4,1
2020-03-23,State,OR,N/A,41,2020-06-11T18:58:07Z,A,191,30,5,1
2020-03-24,State,OR,N/A,41,2020-06-11T18:58:07Z,A,209,18,8,3
2020-03-25,State,OR,N/A,41,2020-06-11T18:58:07Z,A,209,0,8,0
2020-03-26,State,OR,N/A,41,2020-06-11T18:58:07Z,A,327,118,11,3
2020-03-27,State,OR,N/A,41,2020-06-11T18:58:07Z,A,414,87,12,1
2020-03-28,State,OR,N/A,41,2020-06-11T18:58:07Z,A,479,65,13,1
2020-03-29,State,OR,N/A,41,2020-06-11T18:58:07Z,A,548,69,13,0
2020-03-30,State,OR,N/A,41,2020-06-11T18:58:07Z,A,606,58,16,3
2020-03-31,State,OR,N/A,41,2020-06-11T18:58:07Z,A,690,84,18,2
2020-04-01,State,OR,N/A,41,2020-06-11T18:58:07Z,A,736,46,18,0
2020-04-02,State,OR,N/A,41,2020-06-11T18:58:07Z,A,826,90,21,3
2020-04-03,State,OR,N/A,41,2020-06-11T18:58:07Z,A,899,73,22,1
2020-04-04,State,OR,N/A,41,2020-06-11T18:58:07Z,A,999,100,26,4
2020-04-05,State,OR,N/A,41,2020-06-11T18:58:07Z,A,1068,69,27,1
2020-04-06,State,OR,N/A,41,2020-06-11T18:58:07Z,A,1132,64,27,0
2020-04-07,State,OR,N/A,41,2020-06-11T18:58:07Z,A,1181,49,33,6
2020-04-08,State,OR,N/A,41,2020-06-11T18:58:07Z,A,1239,58,33,0
2020-04-09,State,OR,N/A,41,2020-06-11T18:58:07Z,A,1321,82,44,11
2020-04-10,State,OR,N/A,41,2020-06-11T18:58:07Z,A,1321,0,44,0
2020-04-11,State,OR,N/A,41,2020-06-11T18:58:07Z,A,1371,50,48,4
2020-04-12,State,OR,N/A,41,2020-06-11T18:58:07Z,A,1527,156,52,4
2020-04-13,State,OR,N/A,41,2020-06-11T18:58:07Z,A,1584,57,53,1
2020-04-14,State,OR,N/A,41,2020-06-11T18:58:07Z,A,1633,49,55,2
2020-04-15,State,OR,N/A,41,2020-06-11T18:58:07Z,A,1663,30,58,3
2020-04-16,State,OR,N/A,41,2020-06-11T18:58:07Z,A,1736,73,64,6
2020-04-17,State,OR,N/A,41,2020-06-11T18:58:07Z,A,1785,49,70,6
